<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.10.09	4.800	4.800	4.700	4.710	6345	758210	5
2019.10.10	4.710	4.710	4.630	4.640	5412	490140	5
2019.10.11	4.640	4.650	4.550	4.550	8461	711975	5
2019.10.14	4.580	4.600	4.530	4.570	4705	372875	5
2019.10.15	4.560	4.630	4.560	4.630	4016	319135	5
2019.10.16	4.610	4.660	4.500	4.530	4901	482440	5
2019.10.17	4.520	4.530	4.430	4.510	5531	457230	5
2019.10.18	4.500	4.510	4.450	4.470	2569	229715	5
2019.10.21	4.460	4.470	4.440	4.450	2517	301300	5
2019.10.22	4.470	4.550	4.460	4.530	5123	763600	5
2019.10.23	4.520	4.560	4.500	4.510	2851	321995	5
2019.10.24	4.500	4.510	4.430	4.480	5221	602995	5
2019.10.25	4.460	4.460	4.390	4.400	2975	432620	5
2019.10.28	4.410	4.430	4.360	4.410	3600	382420	5
2019.10.29	4.400	4.410	4.350	4.370	3331	346778	5
2019.10.30	4.370	4.410	4.330	4.340	3089	261650	5
2019.10.31	4.430	4.510	4.420	4.500	8431	1128620	5
2019.11.01	4.480	4.490	4.450	4.490	4391	333530	5
2019.11.04	4.480	4.500	4.460	4.500	3108	222090	5
2019.11.05	4.520	4.560	4.480	4.510	6216	546475	5
2019.11.06	4.500	4.550	4.450	4.490	6551	565790	5
2019.11.07	4.480	4.550	4.480	4.550	5340	581915	5
2019.11.08	4.550	4.580	4.530	4.570	4253	408820	5
2019.11.11	4.570	4.570	4.490	4.530	3335	232295	5
2019.11.12	4.530	4.590	4.520	4.570	5628	539095	5
2019.11.13	4.580	4.630	4.580	4.620	6694	837365	5
2019.11.14	4.620	4.650	4.590	4.640	4370	578745	5
2019.11.18	4.610	4.700	4.610	4.680	4145	425050	5
2019.11.19	4.670	4.700	4.630	4.640	8170	968385	5
2019.11.21	4.660	4.770	4.660	4.700	11759	1268795	5
2019.11.22	4.680	4.750	4.630	4.650	8140	949905	5
2019.11.25	4.650	4.710	4.600	4.690	5649	485870	5
2019.11.26	4.710	4.810	4.710	4.750	9160	1624525	5
2019.11.27	4.720	4.810	4.690	4.770	6733	803465	5
2019.11.28	4.750	4.840	4.680	4.690	5923	1472270	5
2019.11.29	4.690	4.750	4.660	4.700	3689	368370	5
2019.12.02	4.730	4.760	4.690	4.740	9906	399965	5
2019.12.03	4.750	4.770	4.700	4.720	2985	338485	5
2019.12.04	4.700	4.700	4.650	4.680	3254	425165	5
2019.12.05	4.670	4.720	4.670	4.700	2376	308190	5
2019.12.06	4.700	4.700	4.600	4.610	3930	919970	5
2019.12.09	4.610	4.630	4.590	4.630	1938	215184	5
2019.12.10	4.620	4.650	4.600	4.620	4339	434960	5
2019.12.11	4.620	4.630	4.600	4.610	1981	322090	5
2019.12.12	4.530	4.570	4.510	4.550	5362	1052420	5
2019.12.13	4.530	4.540	4.510	4.520	3004	386605	5
2019.12.16	4.530	4.570	4.510	4.540	2167	346770	5
2019.12.17	4.580	4.650	4.580	4.650	6106	729718	5
2019.12.18	4.630	4.660	4.580	4.630	3099	354780	5
2019.12.19	4.610	4.690	4.570	4.670	4282	553368	5
2019.12.20	4.680	4.700	4.610	4.620	4504	394020	5
2019.12.23	4.620	4.640	4.600	4.620	1527	373460	5
2019.12.26	4.620	4.620	4.580	4.580	1119	206290	5
2019.12.27	4.580	4.610	4.570	4.580	1757	238665	5
2019.12.30	4.580	4.580	4.540	4.540	1852	274665	5
2020.01.02	4.530	4.560	4.520	4.520	4223	431574	5
2020.01.03	4.545	4.560	4.510	4.520	3267	320615	5
2020.01.06	4.520	4.540	4.505	4.530	3454	311405	5
2020.01.07	4.520	4.545	4.480	4.485	4101	486985	5
2020.01.08	4.485	4.485	4.445	4.460	3832	488215	5
2020.01.09	4.445	4.460	4.425	4.440	3579	375780	5
2020.01.10	4.460	4.500	4.460	4.490	4619	569190	5
2020.01.13	4.485	4.500	4.465	4.490	1670	260716	5
2020.01.14	4.485	4.485	4.425	4.440	3194	414525	5
2020.01.15	4.430	4.430	4.370	4.400	5824	751475	5
2020.01.16	4.390	4.475	4.390	4.445	4546	637600	5
2020.01.17	4.435	4.450	4.400	4.420	3851	458820	5
2020.01.20	4.430	4.435	4.390	4.420	861	71385	5
2020.01.21	4.430	4.440	4.375	4.395	2816	415505	5
2020.01.22	4.390	4.400	4.330	4.340	4848	600225	5
2020.01.23	4.350	4.410	4.345	4.370	4052	541260	5
2020.01.24	4.370	4.390	4.345	4.350	2093	237475	5
2020.01.27	4.360	4.365	4.310	4.320	2659	297085	5
2020.01.28	4.310	4.345	4.305	4.335	2271	320700	5
2020.01.29	4.920	4.960	4.880	4.950	3489	237580	5
2020.01.30	4.960	5.050	4.950	4.970	4718	335575	5
2020.01.31	4.980	5.020	4.950	5.010	4296	263050	5
2020.02.03	5.000	5.000	4.920	4.930	3279	199550	5
2020.02.04	4.910	4.930	4.860	4.920	3680	264655	5
2020.02.05	4.900	4.920	4.870	4.920	3269	272275	5
2020.02.06	5.000	5.040	4.960	5.020	10226	752100	5
2020.02.07	4.990	5.000	4.920	4.980	7500	522655	5
2020.02.10	4.970	4.970	4.900	4.920	3972	248340	5
2020.02.11	4.910	4.910	4.840	4.860	4396	253865	5
2020.02.12	4.840	4.840	4.780	4.780	5387	544475	5
2020.02.13	4.800	4.870	4.800	4.820	6418	505925	5
2020.02.14	4.800	4.820	4.710	4.710	7789	590330	5
2020.02.17	4.720	4.750	4.670	4.710	1972	165290	5
2020.02.18	4.720	4.750	4.670	4.720	3187	231910	5
2020.02.19	4.730	4.740	4.640	4.660	4809	292730	5
2020.02.20	4.680	4.730	4.640	4.680	5034	322620	5
2020.02.21	4.690	4.710	4.640	4.690	4124	293215	5
2020.02.26	4.680	4.780	4.660	4.770	2779	195050	5
2020.02.27	4.750	4.790	4.620	4.700	9844	509850	5
2020.02.28	4.700	4.760	4.470	4.480	11286	704475	5
2020.03.02	4.410	4.440	4.280	4.440	10320	631915	5
2020.03.03	4.420	4.450	4.200	4.300	12028	826695	5
2020.03.04	4.110	4.240	4.100	4.220	10657	588650	5
2020.03.05	4.240	4.500	4.210	4.440	14346	815840	5
2020.03.06	4.480	4.680	4.370	4.430	16308	559525	5
2020.03.09	4.650	4.680	4.480	4.630	13713	385785	5
2020.03.10	4.450	4.620	4.430	4.530	10217	319755	5
2020.03.11	4.540	5.600	4.470	5.600	28618	919270	5
2020.03.12	6.130	6.460	5.740	5.900	13811	426295	5
2020.03.13	5.370	5.580	4.970	5.060	29129	566405	5
2020.03.16	4.770	5.630	4.770	4.990	34990	500030	5
2020.03.17	4.920	4.980	4.390	4.570	13680	344295	5
2020.03.18	4.820	5.810	4.760	5.240	30124	463510	5
2020.03.19	5.700	6.910	5.650	5.770	42685	502800	5
2020.03.20	5.500	5.850	5.250	5.850	20266	287285	5
2020.03.23	5.790	5.810	5.220	5.640	14821	175565	5
2020.03.24	5.600	5.600	4.960	5.060	15839	252165	5
2020.03.25	6.760	6.840	5.890	6.030	21706	256730	5
2020.03.26	5.950	6.070	5.500	5.650	15294	210725	5
2020.03.27	5.850	5.930	5.590	5.650	21656	260541	5
2020.03.30	5.700	5.700	5.340	5.380	10946	142315	5
2020.03.31	5.400	5.450	5.230	5.410	10409	121555	5
2020.04.01	5.560	5.640	5.320	5.390	10253	150755	5
2020.04.02	5.390	5.490	5.300	5.370	10420	137221	5
2020.04.03	5.380	5.620	5.280	5.530	10608	155745	5
2020.04.06	5.410	5.610	5.300	5.450	11512	163995	5
2020.04.07	5.320	5.410	5.270	5.390	9760	142265	5
2020.04.08	5.340	5.470	5.190	5.200	12057	204520	5
2020.04.09	5.200	5.230	4.980	5.020	11616	176070	5
2020.04.13	5.060	5.060	4.880	4.910	9711	169650	5
2020.04.14	4.880	4.900	4.710	4.710	12525	232437	5
2020.04.15	4.790	4.880	4.710	4.720	11707	195800	5
2020.04.16	4.680	4.720	4.590	4.590	9136	207171	5
2020.04.17	4.580	4.750	4.540	4.580	8489	165860	5
2020.04.20	4.660	4.710	4.230	4.360	15235	250430	5
2020.04.22	4.320	4.320	4.140	4.290	14332	214070	5
2020.04.23	4.290	4.790	4.240	4.740	16793	289265	5
2020.04.24	4.890	5.990	4.720	5.490	41231	538355	5
2020.04.27	5.070	5.700	4.900	5.590	25403	295985	5
2020.04.28	5.290	5.390	4.830	4.900	22538	332475	5
2020.04.29	4.850	5.170	4.750	4.770	15631	221891	5
2020.04.30	4.870	4.960	4.750	4.810	8964	147860	5
2020.05.04	4.910	5.050	4.880	4.910	7876	109245	5
2020.05.05	4.850	4.880	4.690	4.730	11656	181695	5
2020.05.06	4.760	4.850	4.600	4.690	13105	232635	5
2020.05.07	4.490	4.700	4.430	4.570	22027	348580	5
2020.05.08	4.520	4.590	4.400	4.410	9727	252735	5
2020.05.11	4.470	4.540	4.400	4.430	7055	111400	5
2020.05.12	4.410	4.880	4.370	4.660	23257	362270	5
2020.05.13	4.630	4.960	4.520	4.910	15981	241985	5
2020.05.14	5.000	5.140	4.770	4.820	19351	318010	5
2020.05.15	4.880	4.880	4.660	4.750	13658	187165	5
2020.05.18	4.670	4.670	4.560	4.600	6372	103500	5
2020.05.19	4.550	4.620	4.520	4.530	12028	180935	5
2020.05.20	4.480	4.630	4.480	4.590	7563	141490	5
2020.05.21	4.590	4.640	4.470	4.480	10081	271880	5
2020.05.22	4.520	4.670	4.390	4.410	12552	237895	5
2020.05.25	4.320	4.430	4.270	4.270	7245	164245	5
2020.05.26	4.220	4.360	4.210	4.340	10062	206675	5
2020.05.27	4.290	4.420	4.280	4.290	5869	151180	5
2020.05.28	4.290	4.360	4.230	4.360	6919	159690	5
2020.05.29	4.280	4.310	4.220	4.230	6067	131150	5
2020.06.01	4.250	4.250	4.180	4.220	3695	135555	5
2020.06.02	4.190	4.190	4.050	4.060	6182	194735	5
2020.06.03	4.050	4.060	3.980	4.030	7613	185855	5
2020.06.04	4.050	4.120	4.030	4.050	6186	200185	5
2020.06.05	4.030	4.340	4.010	4.190	16730	353290	5
2020.06.08	4.190	4.310	4.140	4.210	5697	127470	5
2020.06.09	4.230	4.300	4.200	4.210	5900	162475	5
2020.06.10	4.220	4.280	4.080	4.120	10826	247935	5
2020.06.12	4.190	4.200	4.060	4.120	7169	142370	5
2020.06.15	4.170	4.220	4.120	4.130	5163	112975	5
2020.06.16	4.090	4.210	4.080	4.170	6063	125165	5
2020.06.17	4.170	4.190	4.090	4.110	6215	182850	5
2020.06.18	4.160	4.260	4.120	4.240	9333	247115	5
2020.06.19	4.180	4.220	4.110	4.170	7134	249105	5
2020.06.22	4.160	4.190	4.100	4.170	5564	177895	5
2020.06.23	4.130	4.190	4.090	4.130	5575	158905	5
2020.06.24	4.120	4.250	4.120	4.190	8207	278880	5
2020.06.25	4.200	4.240	4.080	4.090	6851	225530	5
2020.06.26	4.060	4.240	4.060	4.120	10673	357320	5
2020.06.29	4.120	4.170	4.040	4.050	4454	134607	5
2020.06.30	4.050	4.070	4.010	4.030	4048	197035	5
2020.07.01	4.030	4.050	3.950	3.950	4768	183875	5
2020.07.02	3.960	4.040	3.940	3.980	8344	267990	5
2020.07.03	3.980	3.990	3.950	3.970	2207	154695	5
2020.07.06	3.980	4.030	3.960	4.000	3853	134085	5
2020.07.07	4.020	4.080	3.990	4.060	4647	170920	5
2020.07.08	4.080	4.190	4.060	4.190	10383	359550	5
2020.07.09	4.190	4.230	4.130	4.200	7512	220520	5
2020.07.10	4.160	4.200	4.070	4.090	8103	201235	5
2020.07.13	4.080	4.170	4.040	4.140	3664	111325	5
2020.07.14	4.130	4.200	4.080	4.110	8637	228725	5
2020.07.15	4.080	4.160	4.060	4.130	3888	258370	5
2020.07.16	4.150	4.170	4.080	4.090	6458	186262	5
2020.07.17	4.080	4.090	4.010	4.030	4581	189980	5
2020.07.20	4.030	4.050	3.960	4.010	3151	186605	5
2020.07.21	4.000	4.140	3.990	4.030	9127	366055	5
2020.07.22	4.060	4.080	3.980	4.080	6188	343930	5
2020.07.23	4.060	4.120	4.020	4.040	5382	231010	5
2020.07.24	4.040	4.040	3.780	3.800	10108	332985	5
2020.07.27	3.790	3.840	3.720	3.770	6817	211295	5
2020.07.28	3.800	3.880	3.770	3.780	5403	217545	5
2020.07.29	3.780	3.820	3.740	3.800	3824	182365	5
2020.07.30	3.820	3.840	3.620	3.630	6633	246560	5
2020.07.31	3.650	3.710	3.600	3.690	5371	177330	5
2020.08.03	3.690	3.720	3.630	3.630	3401	118550	5
2020.08.04	3.650	3.810	3.650	3.750	10128	299031	5
2020.08.05	3.730	3.820	3.700	3.800	6760	183405	5
2020.08.06	3.660	3.750	3.600	3.620	9536	312780	5
2020.08.07	3.660	3.790	3.600	3.750	12672	334220	5
2020.08.10	3.740	3.830	3.710	3.820	4566	108015	5
2020.08.11	3.760	3.860	3.750	3.810	10279	276790	5
2020.08.12	3.840	4.000	3.830	3.860	16440	469725	5
2020.08.13	3.870	4.020	3.850	3.960	13644	384828	5
2020.08.14	4.070	4.140	3.940	4.000	13339	388742	5
2020.08.17	4.010	4.100	3.960	4.030	15670	405530	5
2020.08.18	3.920	4.010	3.840	3.860	15732	397850	5
2020.08.19	3.860	4.050	3.810	4.050	10586	320340	5
2020.08.20	4.240	4.240	3.950	3.970	19206	518520	5
2020.08.21	3.930	4.000	3.910	3.950	8713	212650	5
2020.08.24	3.930	3.950	3.870	3.940	6001	212175	5
2020.08.25	3.900	4.000	3.870	3.950	8540	353365	5
2020.08.26	3.940	4.210	3.930	4.110	20748	616050	5
2020.08.27	4.090	4.230	4.040	4.080	16069	393720	5
2020.08.28	4.050	4.070	3.970	4.000	8875	245745	5
2020.08.31	3.990	4.110	3.980	4.060	7007	165250	5
2020.09.01	4.030	4.080	3.890	3.960	11415	354320	5
2020.09.02	3.970	4.020	3.920	4.010	6476	199035	5
2020.09.03	4.020	4.050	3.950	3.950	11725	364685	5
2020.09.04	4.000	4.000	3.870	3.900	6983	271245	5
2020.09.08	3.930	4.050	3.930	4.040	8385	290665	5
2020.09.09	4.060	4.060	3.940	4.000	7595	251255	5
2020.09.10	4.020	4.140	4.010	4.080	14199	485197	5
2020.09.11	4.060	4.160	4.050	4.120	6432	346810	5
2020.09.14	4.110	4.110	4.040	4.090	7159	201710	5
2020.09.15	4.080	4.190	4.030	4.150	13157	495910	5
2020.09.16	4.140	4.280	4.120	4.230	10960	435130	5
2020.09.17	4.210	4.300	4.120	4.120	9455	340490	5
2020.09.18	4.130	4.440	4.120	4.430	15480	435120	5
2020.09.21	4.510	4.590	4.390	4.390	13868	412420	5
2020.09.22	4.360	4.400	4.310	4.340	7837	279230	5
2020.09.23	4.380	4.490	4.340	4.480	7721	263005	5
2020.09.24	4.490	4.500	4.210	4.220	10203	313840	5
2020.09.25	4.230	4.290	4.160	4.230	9559	392036	5
2020.09.28	4.190	4.880	4.170	4.590	30113	612870	5
2020.09.29	4.600	4.750	4.550	4.590	22226	470600	5
2020.09.30	4.630	4.720	4.430	4.450	12924	317270	5
2020.10.01	4.460	4.700	4.440	4.590	13085	293165	5
2020.10.02	4.590	5.010	4.540	4.970	27269	542870	5
2020.10.05	4.900	5.020	4.630	4.710	16556	334680	5
2020.10.06	4.540	4.870	4.530	4.820	19783	359636	5
2020.10.07	4.800	5.010	4.600	4.760	24471	455120	5
2020.10.08	4.780	4.810	4.630	4.700	11689	272365	5
2020.10.09	4.670	4.720	4.600	4.680	10989	295445	5
2020.10.13	4.650	4.660	4.540	4.590	12386	273905	5
2020.10.14	4.590	4.600	4.510	4.560	9194	252240	5
2020.10.15	4.600	4.720	4.580	4.650	12207	295055	5
2020.10.16	4.640	4.820	4.630	4.790	10046	233350	5
2020.10.19	4.760	4.800	4.580	4.650	8763	221747	5
2020.10.20	4.640	4.650	4.530	4.550	8737	291330	5
2020.10.21	4.540	4.650	4.510	4.580	9207	218745	5
2020.10.22	4.620	4.650	4.570	4.630	6014	186229	5
2020.10.23	4.660	4.920	4.660	4.870	16037	435980	5
2020.10.26	4.890	4.970	4.820	4.840	9427	200915	5
2020.10.27	4.820	5.000	4.810	4.990	10142	232985	5
2020.10.28	5.020	5.060	4.890	4.990	13181	334145	5
2020.10.29	4.980	5.070	4.930	5.040	14055	400895	5
2020.10.30	5.020	5.100	4.990	5.010	11046	279425	5
2020.11.03	5.020	5.250	4.960	5.180	17113	368805	5
2020.11.04	5.130	5.160	5.030	5.060	7771	214910	5
2020.11.05	5.010	5.050	4.960	5.030	9242	270080	5
2020.11.06	5.040	5.140	4.850	4.860	10986	323240	5
2020.11.09	4.780	4.820	4.720	4.810	13521	351465	5
2020.11.10	4.820	4.890	4.770	4.870	7301	173325	5
2020.11.11	4.840	5.010	4.840	4.950	9223	259330	5
2020.11.12	4.910	5.030	4.840	4.980	15212	382205	5
2020.11.13	4.960	5.030	4.920	4.920	7132	207975	5
2020.11.16	4.870	4.950	4.840	4.900	9121	210475	5
2020.11.17	4.860	4.910	4.780	4.860	7873	258630	5
2020.11.18	4.850	4.970	4.830	4.970	7341	194305	5
2020.11.19	4.970	5.010	4.880	5.000	11152	305725	5
2020.11.20	4.980	5.150	4.960	5.110	11850	313960	5
2020.11.23	5.090	5.240	5.080	5.200	8143	237445	5
2020.11.24	5.230	5.280	5.160	5.190	7604	243360	5
2020.11.25	5.210	5.210	5.090	5.120	7892	251270	5
2020.11.26	5.110	5.170	4.980	5.010	9418	276770	5
2020.11.27	4.990	5.020	4.920	4.940	6089	210725	5
2020.11.30	4.940	5.135	4.910	5.010	13805	255060	5
2020.12.01	4.975	4.975	4.755	4.760	22879	608215	5
2020.12.02	4.790	4.790	4.605	4.620	26091	563885	5
2020.12.03	4.620	4.650	4.445	4.525	25474	566830	5
2020.12.04	4.495	4.600	4.470	4.495	16131	328785	5
2020.12.07	4.515	4.575	4.415	4.475	23176	422395	5
2020.12.08	4.500	4.515	4.400	4.400	12943	280800	5
2020.12.09	4.400	4.470	4.360	4.385	12752	296190	5
2020.12.10	4.550	4.555	4.435	4.440	25347	598440	5
2020.12.11	4.455	4.490	4.230	4.330	15555	387315	5
2020.12.14	4.340	4.450	4.295	4.370	11924	219390	5
2020.12.15	4.345	4.380	4.265	4.270	11383	225025	5
2020.12.16	4.285	4.395	4.265	4.350	13479	216565	5
2020.12.17	4.330	4.415	4.265	4.390	13523	335235	5
2020.12.18	4.470	4.510	4.385	4.405	14064	294690	5
2020.12.21	4.540	4.540	4.400	4.410	9713	157715	5
2020.12.22	4.410	4.410	4.280	4.300	10419	286605	5
2020.12.23	4.250	4.300	4.195	4.270	9291	306700	5
2020.12.28	4.230	4.315	4.220	4.285	9175	160211	5
2020.12.29	4.250	4.270	4.215	4.230	6707	188560	5
2020.12.30	4.230	4.240	4.175	4.200	9272	189965	5
