<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2019.08.12;103000;103070;101575;101685;2091865;7608184;5
2019.08.13;101410;103845;101150;103555;2054382;7687032;5
2019.08.14;102820;103130;100815;100915;2082239;7583670;5
2019.08.15;101500;102080;98935;99900;2209809;8634782;5
2019.08.16;100800;101370;99875;100900;2027094;7558550;5
2019.08.19;101865;101890;99665;100185;2064085;7470991;5
2019.08.20;100140;100625;98570;99740;2219177;7638948;5
2019.08.21;100550;102270;100250;102140;2149733;7433184;5
2019.08.22;101895;102420;100615;100820;2012395;7097772;5
2019.08.23;100950;100950;97670;98350;2438098;8466246;5
2019.08.26;98895;99210;95610;95895;2160105;8011644;5
2019.08.27;96670;98620;96435;97820;2349415;9204158;5
2019.08.28;97345;99050;96900;98445;2095818;7630335;5
2019.08.29;99095;101600;99095;101545;1937106;7210398;5
2019.08.30;101870;102350;101360;102225;1959971;7257547;5
2019.09.02;102140;102280;101070;101375;1416471;5237339;5
2019.09.03;100845;102110;99900;100450;2126324;8719456;5
2019.09.04;101695;101865;100935;101595;1723856;6587862;5
2019.09.05;102395;103870;102200;102570;1678154;6839100;5
2019.09.06;103050;103760;102940;103550;1645483;6274911;5
2019.09.09;104000;104840;103320;103830;1716750;6929547;5
2019.09.10;103500;104175;102720;103450;2045902;7857057;5
2019.09.11;103845;104680;103635;104080;1799193;7017394;5
2019.09.12;104720;105225;104100;104600;1799742;7208055;5
2019.09.13;105100;105275;103630;103885;1525381;6060075;5
2019.09.16;103750;104465;103115;104155;1830791;7046025;5
2019.09.17;103620;105235;103295;105200;1743042;6881494;5
2019.09.18;105255;105270;103925;104910;1786154;6849758;5
2019.09.19;105565;106430;104530;104770;1703256;6646486;5
2019.09.20;105150;105415;104140;104950;1837161;6962358;5
2019.09.23;104620;105025;104275;105010;1471186;5739220;5
2019.09.24;105385;105445;103690;104200;1614738;6418865;5
2019.09.25;103460;104810;103260;104700;1656478;6600090;5
2019.09.26;105185;105615;104540;105335;1650381;6000816;5
2019.09.27;105545;105900;104705;105495;1595879;6206194;5
2019.09.30;105750;105775;104855;105115;1386973;5362124;5
2019.10.01;105180;105355;103985;104065;1529810;6381759;5
2019.10.02;103275;103400;101000;101080;1823562;7814660;5
2019.10.03;101445;101730;99915;101580;2107430;8734450;5
2019.10.04;101175;102770;100900;102440;1894256;7624167;5
2019.10.07;102100;102565;100370;100605;2108581;8199178;5
2019.10.08;100305;101490;99695;99820;2397592;9300719;5
2019.10.09;100800;101690;100230;101400;1885708;7219887;5
2019.10.10;101100;102600;101080;102300;1806143;7014144;5
2019.10.11;103300;104610;102835;103530;1752494;7177675;5
2019.10.14;103330;104450;103255;104450;1629156;6027308;5
2019.10.15;104540;105135;104065;104065;1772343;6789438;5
2019.10.16;105010;106315;104290;106085;1633138;6570456;5
2019.10.17;106330;106765;105590;105940;2004875;7632237;5
2019.10.18;105895;106300;105250;105300;1680818;6297362;5
2019.10.21;105690;106960;105410;106960;1467699;5446219;5
2019.10.22;106780;108220;106635;107700;1642813;6469860;5
2019.10.23;107550;108740;107510;108200;1722852;6573417;5
2019.10.24;108500;108630;107280;107820;1678805;6711587;5
2019.10.25;107900;108865;107670;108080;1569541;6385720;5
2019.10.28;108310;109130;107955;108540;1462324;5498813;5
2019.10.29;108520;108725;107895;108370;1580346;5945107;5
2019.10.30;108100;109065;107125;109000;1683236;6616240;5
2019.10.31;108685;108705;106900;107605;1680300;6852985;5
2019.11.01;107955;109145;107900;108970;1634611;6528428;5
2019.11.04;109710;109970;108960;109335;1716184;6557671;5
2019.11.05;109560;109920;108790;109165;1925165;7702700;5
2019.11.06;109300;110330;107745;108900;2038356;7837648;5
2019.11.07;109445;110290;109050;109935;1973168;7803666;5
2019.11.08;109200;109480;107540;107900;2007889;7881218;5
2019.11.11;107535;108895;107165;108825;1854031;7349379;5
2019.11.12;108930;108985;106615;106935;2097776;8743623;5
2019.11.13;106610;107265;105625;106600;2171530;8816691;5
2019.11.14;106700;107240;106160;106955;1689827;6615607;5
2019.11.18;107850;108215;106550;106550;1680858;6561989;5
2019.11.19;107100;107350;105690;106160;1753660;7228938;5
2019.11.21;105810;108000;105725;108000;1890504;8256859;5
2019.11.22;107955;108995;107520;108940;1697805;6899464;5
2019.11.25;109255;109375;108365;108600;1778663;7332218;5
2019.11.26;108430;108530;106645;107675;1934802;7817777;5
2019.11.27;107825;108235;106450;107930;1942396;8297721;5
2019.11.28;107785;108665;107375;108600;1586567;5857467;5
2019.11.29;108300;109010;107945;108430;1952982;8431342;5
2019.12.02;108315;109585;108250;108995;1902829;8015580;5
2019.12.03;109000;109680;108330;109160;2088199;9556640;5
2019.12.04;109750;110555;109355;110460;1682008;7613765;5
