<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.17	117405	118810	117225	118810	18875	125025	5
2020.01.20	118655	119165	118150	119100	13468	83230	5
2020.01.21	118300	118900	117125	117215	22657	158535	5
2020.01.22	117715	118660	117710	118550	19214	126900	5
2020.01.23	118195	119865	117125	119820	33383	211635	5
2020.01.24	119810	120085	118280	118475	25803	164745	5
2020.01.27	116500	116890	114460	114620	30993	212805	5
2020.01.28	115000	117050	114930	116600	32537	211130	5
2020.01.29	116980	117390	115270	115500	25668	171040	5
2020.01.30	114290	115785	112925	115520	31339	216275	5
2020.01.31	114600	114650	113230	113890	29952	189880	5
2020.02.03	114450	115500	113600	114780	28420	189055	5
2020.02.04	116280	116780	115570	115700	23877	156045	5
2020.02.05	116820	117850	116170	116380	30102	202905	5
2020.02.06	117000	117540	114775	115245	29494	198570	5
2020.02.07	115000	115250	113530	113530	27260	179035	5
2020.02.10	113550	114190	112140	113040	27981	193495	5
2020.02.11	113615	115610	113580	115490	28638	188165	5
2020.02.12	117050	118410	116310	117360	29594	200450	5
2020.02.13	116100	116700	115440	116150	25167	195280	5
2020.02.14	116750	116900	114770	114960	23373	151070	5
2020.02.17	115510	116390	115305	115710	16943	105110	5
2020.02.18	114885	115715	114125	115700	22248	140070	5
2020.02.19	115910	117200	115280	116950	22866	141670	5
2020.02.20	116750	117175	114875	114875	25046	174765	5
2020.02.21	114400	114500	113190	114250	27359	179780	5
2020.02.26	108800	109135	105480	106060	46205	318625	5
2020.02.27	104560	107170	103000	103000	62730	406510	5
2020.02.28	101355	104960	100335	104960	57215	371050	5
2020.03.02	103905	107745	103090	107300	43800	282850	5
2020.03.03	107600	109385	104780	105500	46702	309200	5
2020.03.04	107500	108500	105365	107410	35109	226575	5
2020.03.05	105700	106550	100770	102775	41609	270865	5
2020.03.06	99000	99800	97170	97880	45327	322820	5
2020.03.09	88540	90855	86080	86080	33621	269740	5
2020.03.10	90500	92785	87345	92600	45737	324125	5
2020.03.11	89505	90660	80540	80540	40217	281695	5
2020.03.12	76365	76365	72125	72125	6844	91370	5
2020.03.13	79335	82940	72600	80000	27325	218060	5
2020.03.16	74415	76375	70280	70340	25009	198765	5
2020.03.17	70780	77410	70535	73305	25182	167650	5
2020.03.18	67300	70250	63520	68170	22227	170655	5
2020.03.19	66300	70030	61435	65585	28637	198085	5
2020.03.20	70300	72370	65800	66200	32833	206235	5
2020.03.23	64295	69990	61905	63865	26646	171300	5
2020.03.24	67990	71575	66675	69000	21747	140565	5
2020.03.25	68890	76890	67700	74600	30620	190790	5
2020.03.26	72890	78850	72225	77635	27651	177800	5
2020.03.27	74860	75800	72510	73325	20874	136100	5
2020.03.30	73355	75120	72835	75100	16959	105650	5
2020.03.31	74595	75485	71900	71970	24869	155860	5
2020.04.01	70000	71560	68835	71200	27852	172815	5
2020.04.02	72925	74025	71030	72240	31274	203245	5
2020.04.03	72505	73205	67710	69270	26550	162470	5
2020.04.06	72685	75365	72185	74385	24820	159285	5
2020.04.07	77630	80000	76080	76570	32129	208865	5
2020.04.08	76990	79165	76125	79050	27121	171135	5
2020.04.09	78600	80465	77415	78170	32522	201780	5
2020.04.13	77500	79315	76320	79255	29656	187910	5
2020.04.14	80250	81715	79800	80100	22746	147760	5
2020.04.15	78050	80255	77820	79500	24183	147765	5
2020.04.16	80000	80400	77600	79450	25586	161125	5
2020.04.17	81020	81025	77955	79275	21627	140865	5
2020.04.20	76980	80455	76785	79555	25528	155800	5
2020.04.22	78675	81490	78355	80500	24115	150665	5
2020.04.23	80600	81980	78710	79605	27879	177565	5
2020.04.24	79500	79960	71800	76680	50599	314525	5
2020.04.27	78010	78985	76435	78245	29267	174755	5
2020.04.28	79980	81700	79700	81500	26558	164985	5
2020.04.29	82000	84180	81810	84150	24682	158180	5
2020.04.30	82805	83000	79985	80100	29904	182780	5
2020.05.04	77375	79350	77070	79100	19889	124630	5
2020.05.05	80200	81300	79235	80260	20967	133085	5
2020.05.06	80255	80485	78135	78750	24573	152770	5
2020.05.07	80300	80890	78120	78875	33631	205355	5
2020.05.08	79400	80950	79120	80610	20940	128790	5
2020.05.11	79400	80840	78745	79000	19082	117610	5
2020.05.12	79600	80440	77555	77560	24737	160790	5
2020.05.13	79000	79165	77205	78440	22038	135305	5
2020.05.14	77560	79555	75680	79420	32368	202730	5
2020.05.15	78650	79700	77290	77600	25892	156895	5
2020.05.18	79600	81625	79405	81500	20684	129750	5
2020.05.19	81380	82330	80580	80875	20815	126915	5
2020.05.20	81680	82430	80925	81600	18638	113865	5
2020.05.21	81000	83485	80870	83250	23346	144115	5
2020.05.22	83000	84420	81500	84330	22529	141290	5
2020.05.25	85250	86100	84735	86060	15034	101585	5
2020.05.26	86500	87455	85375	86075	21534	140840	5
2020.05.27	86700	88250	86000	88010	26584	167920	5
2020.05.28	87975	88200	86620	86620	26953	174240	5
2020.05.29	86700	87600	85370	87600	27434	170150	5
2020.06.01	87600	89165	86685	88880	19533	118615	5
2020.06.02	89600	91495	89300	91430	22196	141620	5
2020.06.03	91500	93845	91500	92665	28935	185370	5
2020.06.04	92255	94260	92000	93800	23932	149325	5
2020.06.05	95400	97465	94350	94450	29344	196635	5
2020.06.08	95700	98100	95470	97710	20898	132820	5
2020.06.09	96525	97380	95510	96525	22223	144730	5
2020.06.10	97000	97950	94330	94330	30055	192725	5
2020.06.12	91395	93375	90690	92975	36997	225845	5
2020.06.15	90600	93185	89950	92495	20659	138020	5
2020.06.16	94450	95690	93040	93900	3320	18845	5
2020.06.17	93895	96850	93885	95610	26076	170095	5
2020.06.18	94150	97390	94005	95990	25293	158035	5
2020.06.19	97280	97930	95990	96250	26089	156410	5
2020.06.22	97160	97645	95030	95800	20810	124075	5
2020.06.23	96940	97665	95845	95895	24123	141985	5
2020.06.24	95210	96110	93370	94700	29130	177995	5
2020.06.25	93900	96500	93870	96195	24037	145455	5
2020.06.26	95900	96100	93420	93460	24775	148740	5
2020.06.29	94280	96275	93950	96180	24685	142300	5
2020.06.30	95800	96490	94915	95015	26745	158130	5
2020.07.01	94420	97105	94400	96160	29025	164625	5
2020.07.02	97590	98180	96130	96490	22268	131540	5
2020.07.03	96500	96970	96005	96970	10072	58755	5
2020.07.06	98600	99495	98305	99300	24843	146310	5
2020.07.07	98540	99125	97380	97895	23664	137420	5
2020.07.08	98350	100170	98210	100140	28777	179065	5
2020.07.09	99980	100380	98925	99110	22161	129520	5
2020.07.10	98800	100240	98550	99950	22177	130400	5
2020.07.13	100800	101040	98320	98320	26785	154075	5
2020.07.14	98980	100680	98360	100450	35639	205215	5
2020.07.15	101820	102300	100815	102000	31834	190245	5
2020.07.16	101335	101625	100235	100850	22341	140125	5
2020.07.17	101155	103225	101140	103200	25812	155030	5
2020.07.20	103040	104550	102760	104275	21126	126510	5
2020.07.21	105200	105520	103815	104400	24569	147745	5
2020.07.22	104075	105140	103310	104475	25075	145090	5
2020.07.23	105055	105280	102130	102465	27215	161395	5
2020.07.24	101985	102830	100905	102500	29734	173470	5
2020.07.27	103200	104750	102590	104150	25288	152685	5
2020.07.28	103830	104805	103505	103900	19903	117345	5
2020.07.29	104500	105790	104335	105400	20624	122775	5
2020.07.30	104875	105875	103935	105850	25489	153015	5
2020.07.31	105500	105785	102625	103100	28724	169630	5
2020.08.03	103910	104075	102325	103105	26470	156820	5
2020.08.04	102585	102885	99960	101785	35830	218500	5
2020.08.05	102600	103855	101935	102950	27646	158495	5
2020.08.06	102500	104655	102100	103855	29458	172930	5
2020.08.07	103130	104275	101905	102725	30463	182740	5
2020.08.10	103200	103860	101235	103090	26500	162480	5
2020.08.11	104300	104655	101840	102325	30570	196045	5
2020.08.12	102740	103350	100860	102885	35463	229630	5
2020.08.13	102455	103525	100280	100405	29132	180655	5
2020.08.14	100260	102000	99770	101600	22074	142300	5
2020.08.17	101105	101915	98665	99800	28442	169125	5
2020.08.18	101150	102520	100975	102120	19311	115750	5
2020.08.19	101730	102720	100660	100770	22610	139425	5
2020.08.20	99000	102040	98885	101350	27032	161365	5
2020.08.21	101000	101810	100500	101320	19010	115300	5
2020.08.24	102590	102885	101770	102440	15391	92695	5
2020.08.25	102880	103090	101740	102060	16874	117430	5
2020.08.26	101920	102700	99460	100640	27330	161625	5
2020.08.27	100685	101820	99940	101020	21384	129740	5
2020.08.28	101600	102575	100990	102500	17598	106730	5
2020.08.31	102420	102425	99535	99700	23385	138335	5
2020.09.01	100590	102480	100195	102190	25145	152475	5
2020.09.02	102505	103125	100950	102520	23436	146225	5
2020.09.03	102015	103440	99850	101055	36520	213565	5
2020.09.04	100865	101955	99030	101000	31693	186865	5
2020.09.08	99900	100880	99415	100100	21026	121680	5
2020.09.09	100750	101830	100565	101305	19855	116705	5
2020.09.10	101000	101685	98315	98350	28473	175870	5
2020.09.11	99210	99565	97795	98150	27984	165820	5
2020.09.14	99200	100660	99015	100155	24923	151670	5
2020.09.15	100980	101150	99700	100425	21859	131525	5
2020.09.16	100855	100865	99655	99700	20929	127020	5
2020.09.17	98900	100380	98565	100200	20492	125955	5
2020.09.18	100110	100155	97975	98110	25052	155520	5
2020.09.21	96725	97375	95825	96960	26345	159110	5
2020.09.22	96950	97800	96415	97000	21314	127250	5
2020.09.23	97545	97545	95500	95615	25607	153310	5
2020.09.24	95485	98075	95320	96950	22800	138670	5
2020.09.25	96635	97170	95560	97045	17810	104710	5
2020.09.28	98300	98445	94320	94500	41938	268405	5
2020.09.29	94655	95520	93225	93460	35017	225620	5
2020.09.30	93300	95385	93150	95060	25350	149600	5
2020.10.01	95500	95595	93500	95260	25255	154495	5
2020.10.02	94595	96045	93110	93280	23877	149270	5
2020.10.05	94145	96460	93670	95950	23871	150975	5
2020.10.06	96750	97480	95125	95395	24239	149495	5
2020.10.07	96270	96430	94730	95745	24376	162565	5
2020.10.08	96150	98100	95535	97670	19776	123790	5
2020.10.09	97950	98680	97100	97610	18318	109755	5
2020.10.13	98200	99045	97225	98090	35413	209730	5
2020.10.14	98460	99880	98150	99230	24350	141080	5
2020.10.15	98190	99725	97915	99100	21990	129725	5
2020.10.16	99375	99425	98285	98675	22120	139920	5
2020.10.19	99100	100165	98575	98850	30481	195995	5
2020.10.20	99235	100965	99125	100940	26896	161390	5
2020.10.21	100700	101865	100285	100700	22167	136925	5
2020.10.22	100650	102420	100570	102380	24447	144950	5
2020.10.23	102400	102465	101280	101645	21436	125650	5
2020.10.26	100880	101970	99890	101350	33922	201685	5
2020.10.27	101905	101945	98815	98850	25501	145930	5
2020.10.28	98300	98365	95050	95050	37274	231680	5
2020.10.29	95100	96890	93550	95740	38251	232820	5
2020.10.30	95405	96335	93635	94500	29773	176290	5
2020.11.03	96140	96525	95140	95800	35374	209060	5
2020.11.04	95965	98470	95955	98400	22235	138955	5
2020.11.05	99400	101120	99150	101070	31159	192010	5
2020.11.06	100400	101270	99995	101035	22205	133360	5
2020.11.09	104075	105355	103250	103250	31973	188040	5
2020.11.10	103515	105930	103395	104850	37017	214110	5
2020.11.11	105180	105560	104245	105130	23838	145840	5
2020.11.12	104900	105250	102150	102900	30147	178645	5
2020.11.13	103455	105200	103080	104975	27529	160875	5
2020.11.16	105710	106900	105280	106900	21817	135085	5
2020.11.17	106225	107930	105925	107360	24294	149275	5
2020.11.18	107850	107925	105875	105875	28010	169885	5
2020.11.19	105705	107135	105590	106500	22117	141250	5
2020.11.20	106835	107100	105710	106200	17477	109625	5
2020.11.23	106900	107605	106625	107450	27958	159980	5
2020.11.24	108145	110330	107590	110200	29187	170845	5
2020.11.25	109580	110705	109300	110075	23312	133690	5
2020.11.26	109915	110390	109430	110310	10339	57405	5
2020.11.27	110400	111675	110325	110400	17645	103980	5
2020.11.30	110395	111060	108820	109500	28064	171440	5
2020.12.01	110595	111955	110335	111400	31025	182930	5
2020.12.02	111400	112350	110635	112010	34093	191565	5
2020.12.03	111885	113450	111765	112420	32970	193010	5
2020.12.04	112895	113935	112895	113505	26627	153700	5
2020.12.07	113010	114570	112510	113750	33169	187680	5
2020.12.08	113090	114390	112750	113755	30472	173915	5
2020.12.09	114050	114180	112455	112990	33617	190310	5
2020.12.10	113110	115310	112635	115310	34456	203010	5
2020.12.11	114500	115545	113920	115190	28326	156470	5
2020.12.14	115605	115945	114300	114300	29034	162615	5
2020.12.15	114985	116375	114835	116330	18704	119190	5
2020.12.16	116780	118335	115645	117900	31711	192885	5
2020.12.17	118100	119285	117895	118820	19565	118040	5
2020.12.18	118030	119640	117735	118055	32725	193745	5
2020.12.21	115985	117280	115080	115900	36020	205130	5
2020.12.22	116335	117125	115760	117040	25311	141215	5
2020.12.23	117300	118565	117060	117900	20197	111920	5
2020.12.28	118575	119605	118335	119605	16261	93575	5
2020.12.29	119700	120040	118870	119550	18838	103185	5
2020.12.30	120000	120375	119000	119200	19745	113835	5
